aX,aY,aZ,gX,gY,gZ
-0.19,1.42,-0.4,-28.44,46.08,52.97
-0.2,1.49,-0.48,-57.23,126.79,85.85
-1.12,1.67,-0.39,-87.13,85.78,163.4
-1.28,1.98,-0.33,-106.19,-2.72,169.32
-0.99,2,-0.35,-127.71,-9.49,176.63
-0.85,2,-0.57,-144.11,45.28,178.58
-0.46,2,-0.91,-116.79,12.66,151.86
-0.04,1.88,-0.71,-91.44,-49.68,154.96
-0.01,0.34,-0.33,-76.64,-22.06,183.07
0.31,-0.24,0.53,-51.82,-66.27,143.25
-1.43,-0.07,0.26,-31.95,48.26,92.83
-1.96,-0.67,-0.95,40.13,14.85,42.11
-0.07,0.13,-0.28,1.47,5.07,-16.83
0.38,0.13,0.24,-26.69,70.43,-30.69
0.09,-0.13,0.19,-14.39,92.27,-56.03
-0.28,-0.2,0.09,1.76,72.43,-45.23
-0.19,-0.1,-0.06,17.61,-0.21,-28.98
0.25,0.13,-0.07,4.86,-52.76,4.31
0.22,0.06,0.08,-3.24,-64.46,31.23
0.08,0.03,0.08,1.41,-71.78,32.95
0.16,0.06,0.12,-2.77,-44.5,23.05
0.11,-0.02,0.09,-5.06,-12.64,12.83
-0.08,-0.02,0.13,-6.96,7.77,0.81
-0.17,0.01,0.15,-5.61,11.98,-10.98
-0.2,-0.01,0.04,1.65,23.33,-24.29
-0.25,-0.09,-0.06,12.79,34.88,-42.96
-0.66,0.07,0.1,19.83,88.6,-87.75
-1.87,-0.32,-0.95,72.54,7.57,-145.39
0.28,1.11,0.46,132.13,15.04,-213.11
-1.25,2,-1.82,93.74,-77.05,-160.89
-0.01,2,-1.17,112.33,-56.85,-64.6
-0.51,1.57,0.04,98.32,-38.6,-143.66
-2,2,-1.39,166.25,-97.29,-160.31
-0.91,2,0.02,97.6,-91.92,-136.58
0.95,1.79,0.53,35.4,-44.82,-137.27
0.46,0.62,-0.16,-21.73,23.81,-53.05
-1.25,0.96,-1,-14.45,-16.94,36.87
-1.91,2,-1.12,9.47,-71.6,-3.02
-0.2,0.16,-0.42,7.82,7.2,-57.14
0.16,-0.01,0.32,-0.76,36.37,-49.66
-0.29,-0.19,0.05,13.15,9.61,-38.59
0.19,-0.03,0.26,57.15,-33.15,-41.21
0.8,0.25,-0.34,-7.27,-80.14,5.88
0.36,0.15,0.04,-17.15,-74.56,55.66
0.07,-0.03,0.14,-14.31,-115.89,62.71
0.22,-0.02,0.33,3.92,-80.37,44.48
0.33,0.08,0.21,21.96,-25.51,34.31
0.4,0.08,0.13,-9.43,-8.25,35.1
0.21,-0.04,0.32,-11.34,40.32,25.94
0.01,0.01,0.13,-4.03,58.74,11.26
-0.11,0,-0.09,-7.2,63.92,-4.45
-0.31,0,-0.09,-6.24,91.96,-17.15
-0.58,0.03,0.07,-9.4,68.41,-27.07
-0.68,-0.06,0.08,4.82,78.98,-53.76
-1.13,0.02,-0.1,26.75,8.91,-89.64
-1.49,0.2,0.09,80.49,48.19,-184.21
-0.82,1.41,0.11,98.2,8.29,-220.41
0.69,2,-0.68,121.72,64.5,-162.16
-1.05,1.68,-0.15,150.37,79.51,-250.14
-0.97,2,-1.24,169.76,16.92,-230.76
-0.84,1.89,-0.43,152.56,-126.64,-156.07
0.4,1.91,-1,93.02,-176.61,-144.06
0.09,1.74,-0.82,36.74,-136.85,-45.74
-0.81,1.81,-0.42,33.79,-78.44,-33.42
-0.67,1.91,-0.28,29.47,-10.46,-38.89
-0.5,1.68,-0.3,14.42,31.39,-21.05
-0.58,1.55,-0.47,2.98,28.85,20.91
-0.8,1.74,-0.54,-11.66,11.76,56.52
-0.71,1.81,-0.53,-29.87,6.95,90.4
-0.43,1.69,-0.39,-47.26,50.92,119.42
-0.21,1.81,-0.5,-96.35,118.63,155.69
-0.62,1.93,-0.47,-145.25,119.1,180.53
-1.05,2,-0.84,-142.24,72.19,187.54
-0.78,2,-0.75,-133.37,16.36,191.46
0.06,2,-0.55,-125.62,24.17,175.83
0.54,1.4,-0.62,-104.3,-28.19,148.05
-0.11,1.04,-0.22,-77.08,-120.79,191.52
-1.03,0.02,1.25,-85.22,-62.11,189.65
-2,-0.88,-0.02,39.49,51.31,63.01
0.18,0.05,-2,19.37,47.95,-48.86
0.34,0.03,0.85,-25.85,81.13,-67.8
0.09,-0.03,0.35,-21.17,133.43,-89.35
-0.55,-0.45,0.39,50.13,87.79,-85.39
0,0.25,-0.38,42.38,-63.76,-37.89
0.44,0.33,-0.29,-24.58,-159.05,41.38
0.5,0,0.2,-24.02,-134.57,56.63
0.47,-0.11,0.19,-18.25,-106.73,44.03
0.24,0.02,0.27,-17.55,-49.1,29.24
0.21,0.11,0.23,-20.56,12.61,23
0.08,0,0.16,-14.83,53.29,6.23
-0.16,-0.07,0.11,-11.15,62.21,-8.52
-0.16,-0.11,0.13,-3.92,59.59,-16.69
-0.06,-0.02,-0.03,-0.22,81.96,-23.6
-0.21,0.04,-0.07,-10.47,91.82,-34.25
-0.52,-0.08,-0.01,-4.02,78.66,-51.89
-0.73,-0.13,-0.15,24.15,30,-77.42
-1.5,0.07,0.1,82.22,-26.75,-105.11
-2,0.79,-0.02,79.79,-49.98,-226.18
0.16,2,-1.89,109.5,-250.14,-142.62
1.04,1.16,0.44,130.74,47.92,-234.12
-0.06,2,-1.42,145.65,141.98,-250.14
-2,1.8,-0.66,146.27,1.65,-173.24
-0.95,1.68,-0.81,119.47,-176.06,-134.5
0.21,2,-0.67,78.7,-204.37,-73.31
0.01,1.63,-0.51,39.82,-80.51,-69.2
-0.92,1.46,-0.64,32.18,-49,-60.35
-0.82,1.64,-0.75,33.96,-28.07,-38.74
-0.52,1.52,-0.63,32.7,4.27,-17.96
-0.59,1.26,-0.28,14.18,14.87,21.78
-0.67,1.22,-0.38,2.79,20.62,65.47
-0.89,1.54,-0.43,-3.02,44.36,80.98
-0.64,1.78,-0.42,-19.05,94.63,96.97
-0.65,1.67,-0.51,-82.53,91.58,136.92
-0.86,1.59,-0.43,-149.44,40.54,191.98
-0.97,1.9,-0.67,-160.37,32.11,234.14
-1.12,2,-0.85,-147.25,27.73,224.75
-0.79,2,-0.69,-133.83,12.32,182.02
-0.11,1.87,-0.95,-101.61,-38.52,167.62
-0.35,1.15,-0.29,-93.63,-114.76,148.05
-0.54,0.23,0.34,-101.89,-121.36,171.15
-1.46,-0.43,0.66,-50.73,-27.73,107.44
-1.82,-0.37,-1.36,74.78,-50.92,-12.25
-0.01,0.2,-0.49,5.11,-74.3,-43.08
0.52,-0.01,0.63,-12.53,51.74,-76.92
0.27,-0.26,0.73,27.66,141.19,-80.99
-0.02,-0.09,0.03,46.62,118.98,-98.06
-0.09,0.32,0.05,18.23,67.59,-78.59
-0.03,0.21,0.06,20.31,17.01,-44.63
0.33,0.13,-0.04,14.47,-48.66,-31.11
0.59,0.07,0.26,12.97,-49.3,-9.45
0.61,0.14,-0.19,-16.98,-44.95,19.99
0.5,-0.03,0.1,-21.76,-17.52,39.5
0.25,-0.07,0.06,-21.15,11.9,30.66
0.15,-0.05,0.05,-17.95,33.66,23.28
0.07,-0.09,-0.02,-8.52,49.45,19.58
-0.35,-0.05,-0.05,-10.4,33.66,15.34
-0.86,-0.25,0.01,19.93,43.29,5.15
-1.15,-0.14,-0.46,61.01,23.26,-25.91
-1.84,0.08,-0.48,85.54,-38.38,-107.37
-1.04,1.9,-0.25,46.49,3.58,-250.14
-0.4,2,-0.62,173.95,-41.72,-175.9
0.75,2,0.62,117.65,22.72,-250.14
-0.03,2,-0.54,148.13,56.47,-175.61
-0.79,1.99,-1.22,127.09,-46.18,-139.44
-1.81,2,-1.26,96.56,-187,-110.44
-0.32,2,-0.56,56.45,-166.71,-114.21
0.34,1.25,-0.05,21.54,-26.24,-75.07
-0.24,0.95,-0.42,14.46,83.85,-11.46
-1.91,1.58,-0.92,7.6,29.12,4.77
-1.33,1.61,-0.8,-8.08,-98.85,46.53
-0.31,1.24,-0.52,-12.15,-67.5,83.25
-0.05,1.25,-0.44,-6.85,59.95,99.97
-0.58,1.92,-0.57,-57.1,119,134.61
-1.01,2,-0.39,-124.22,75.68,175.49
-0.88,2,-0.3,-145.44,21.36,188.37
-0.83,2,-0.37,-150.07,33.75,173.38
0,2,-0.42,-157.03,47.92,152.89
0.82,1.99,-0.84,-139.28,39.41,148.52
0.56,1.03,-0.94,-105.04,38.58,124.94
-0.51,0.3,-0.16,-138.93,50.17,194.69
-1.35,-0.37,0.38,-25.8,156.58,158.73
-2,-0.46,-1.69,66.68,94.69,29.65
-0.37,0.46,-0.55,-53.32,103.6,-46.18
-0.57,-0.1,0.36,-37.52,128.26,-88.26
-0.82,-0.53,-0.09,-2.44,45.82,-70.76
-0.47,-0.3,-0.05,50,-58.5,-46.83
0.52,0.39,0.27,22.46,-68.06,-54.53
0.6,0.39,0,-2.98,-88.93,0.72
0.45,-0.01,0.05,-9.27,-61.07,33.67
0.37,-0.09,-0.04,-12.98,-79.63,36.08
0.54,-0.04,0.11,-12.45,-69.21,46.78
0.39,0.08,0.2,-12.18,-3.95,44.61
0.11,0.06,0.11,-17.14,47.64,37.74
-0.19,0.05,0.14,-27.35,44.02,27.21
-0.48,-0.06,0.13,-22.3,19.82,21.08
-0.61,-0.17,-0.08,5.35,-3.08,2.3
-0.55,-0.07,-0.2,18.65,-18.69,-26.71
-0.38,-0.09,-0.02,32.16,11.44,-60.57
-2,-0.38,-1.24,109.93,72.79,-130.61
0.74,1.18,0.96,95.54,-12.58,-239.72
-1.22,2,-1.9,69.12,54.18,-76.98
-0.95,1.89,-0.99,138.62,62.54,-224.1
-1.77,2,0.56,163.55,-22.75,-250.14
-1.04,2,-1.26,144.66,-134.92,-183.18
0.48,1.49,-0.35,94.53,-168.15,-137.97
0.91,0.91,-0.4,42.51,-81.3,-69.8
-0.79,1.42,-0.31,31.36,33.59,-41.18
-1.72,2,-0.61,20.68,26.64,-56.77
-1.14,1.52,-0.72,1.79,-36.52,-2.09
-0.39,1.19,-0.64,-7.66,-61.81,28.96
-0.37,1.38,-0.58,0.87,-12.11,59.58
-0.48,1.7,-0.47,-5.36,57.92,81.39
-0.43,1.82,-0.58,-46.91,76.36,112.22
-0.61,1.75,-0.54,-101.93,77.81,166.36
-0.74,1.98,-0.37,-120.77,50.47,188.53
-0.93,2,-0.42,-128.36,33.81,199.69
-0.57,2,-0.46,-133.24,16.92,193.86
0.06,2,-0.58,-127.06,45.44,183.47
0.17,1.41,-0.94,-105.6,14.18,162.86
-0.56,0.82,0.11,-102.07,-119.05,122.62
-1.44,-0.13,1.04,-78.43,-109.64,140.07
-2,-1.09,-0.52,69.08,-16.79,40.28
0.12,-0.07,-1.57,31.77,-29.09,-32.48
0.7,0.14,0.15,-25.63,44.04,-56.15
0.62,0.21,0.55,-27.27,157.86,-77.15
-0.24,-0.36,0.39,48,144.45,-81.05
-0.28,0.09,-0.33,26.29,-18.08,-34.3
0.42,0.36,-0.07,-21.01,-95.94,29.06
0.51,0.05,0.15,-20.11,-87.74,48.1
0.4,-0.09,0.19,-12.47,-61.61,34.46
0.15,0.05,0.2,-10.37,-13.56,25.89
0.17,0.07,0.11,-20.45,31.63,27.17
0.07,-0.02,0.1,-25.95,62.88,7.81
-0.17,-0.05,0.11,-19.97,63.3,-7.21
-0.28,-0.02,0.09,-9.67,56.11,-15.03
-0.32,0.02,0.01,-5.68,60.5,-18.04
-0.41,-0.04,-0.07,-3.19,58.84,-26.79
-0.5,-0.12,-0.11,5.85,45.4,-47.18
-0.51,-0.17,-0.05,22.65,54.5,-88.88
-2,-0.3,-1.18,76.81,135.27,-183.37
0.42,1.7,0.08,106.36,-85.34,-250.14
-0.45,2,-2,136.96,-32.5,-49.31
-0.42,2,0.16,145.3,-7.6,-220.1
-1.62,2,-1.47,203.32,-44.31,-190.85
-1.2,2,0.13,181.24,1.45,-216.6
-0.03,1.93,-0.5,124.7,-90.24,-120.64
0.07,1.66,0.05,62.98,-87.11,-94.33
-0.16,1.61,-0.06,-0.47,-86.3,-52.24
-0.76,1.14,-0.42,-22.92,-46.34,3.21
-1.12,1.57,-0.66,-6.29,42.41,-10.66
-1.05,1.7,-0.74,-12.02,57.08,-1.42
-0.6,1.25,-0.57,-28.68,24.98,42.3
-0.38,1.33,-0.49,-42.22,31.7,89.68
-0.39,1.72,-0.64,-71.24,59.31,135.17
-0.69,2,-0.59,-123.5,77.31,178.16
-0.64,2,-0.35,-147.63,79.18,187.47
-0.98,2,-0.65,-152.63,72.1,191.68
-0.73,2,-0.65,-144.91,19.49,184.85
-0.07,2,-0.86,-119.17,-25.28,165.93
0.5,1.06,-0.76,-90.4,-44.15,174.66
-0.09,0.35,0.35,-83.15,-22.33,141.94
-0.96,0.07,1.1,-59.71,10.42,139.34
-2,-1.17,-1.09,78.59,-9.12,63.29
-0.17,0.29,-1.15,-0.6,53.66,-64.4
0.31,0.33,0.58,-15.92,13.97,-42.6
0.31,0.03,0.25,-12.77,59.17,-66.85
-0.11,-0.31,0.15,14.18,51.89,-67.52
0.02,-0.01,-0.08,29.06,-8.02,-44.59
0.42,0.32,-0.34,-7.14,-74,10.91
0.35,0.01,0,-19.17,-51.15,42.01
0.1,-0.14,0.05,-12.42,-77.81,44.54
0.1,-0.04,0.13,-4.27,-82.4,31.97
0.08,0.01,0.18,-0.5,-49.11,19.79
0.06,0.04,0.12,-2.41,-5.61,13.44
0.07,0.06,0.06,-10.28,27.74,-0.73
-0.05,0,0.1,-14.07,44.63,-14.49
-0.24,-0.08,0.15,-3.11,62.27,-17.79
-0.44,-0.01,-0.1,8.34,76.12,-32.31
-0.57,-0.09,-0.24,18.74,55.15,-52.46
-0.72,-0.13,0.25,48.57,55.02,-101.43
-2,-0.22,-1.65,103.5,152.29,-185.21
0.61,1.66,1.17,136.34,-45.51,-250.14
-0.08,2,-2,102.18,-194.24,-9.93
0.53,2,-1.9,169.32,-38.26,-115.17
-2,2,-0.61,197.99,-26.03,-213.04
-2,2,-0.39,192.98,-53.65,-214.38
0.09,2,-0.11,127.76,-71.59,-199.66
1.09,1.34,-0.13,64.76,-54.11,-109.76
-0.08,0.92,-0.18,6.54,-43.02,-31.56
-1.51,1.29,-0.97,-16.98,-58.2,16.82
-1.5,2,-0.98,14.04,-18.09,-14.66
-0.51,1.33,-0.46,-4.48,34.37,17.56
-0.1,0.78,-0.19,-25.89,87.71,43.94
-0.82,1.49,-0.3,-71.63,105.71,108.57
-1.35,2,-0.48,-127.66,43.18,152.68
-0.91,1.95,-0.33,-151.76,18.88,173.63
-0.75,2,-0.72,-166.3,60.15,178.94
-0.94,2,-0.86,-168.73,70.89,166.98
-0.26,2,-1,-153.85,13.91,167.26
0.43,1.7,-0.97,-124.69,-2.7,172.42
0.56,0.59,-0.72,-84.31,-26.23,192.02
-0.47,0.08,0.31,-88.66,-34.87,144.96
-2,-0.19,0.49,-12.85,60.36,95.4
-1.09,-0.21,-1.17,61.46,13.46,20.66
0.08,0.21,0.05,-22.44,72.97,-28.6
0.12,-0.04,0.01,-18.54,85.06,-53.55
-0.2,-0.25,0.23,-3.14,65.66,-43.6
-0.47,-0.16,0.03,40.59,18.27,-49.48
0.17,0.17,-0.14,16.93,-97.41,-7.15
0.48,0.21,-0.01,-8.09,-99.02,33.74
0.26,0.01,0.08,-9.26,-82.91,38.98
0.11,0.01,0.16,-5.9,-83.3,28.41
0.01,0.03,0.25,-2.94,-68.63,11.53
0.11,-0.04,0.22,0.11,-39.04,3.63
0.19,-0.02,0.1,-3.43,4.81,-7.89
0.17,0.03,0.01,-10.61,53.91,-25.18
0.07,0.07,0.04,-19.91,109.15,-34.6
-0.32,0.05,0.12,-19.19,119.96,-33.85
-0.69,-0.14,-0.18,-14.64,84.09,-46.08
-0.87,-0.27,-0.16,21.34,15.17,-66.97
-1.93,-0.4,-0.22,72.31,43.69,-141.25
-0.01,0.51,0.52,118.47,-130.71,-229.56
0.49,2,-1.83,94.3,-47.42,-159.05
1.58,2,1.3,71.65,81.47,-31.56
-1.44,1.98,-1.62,144.73,50.37,-171.88
-2,2,-2,149,-93.46,-250.14
-1.2,2,-0.7,153.37,-167.73,-177.44
0.86,1.99,0.29,68.19,-145.79,-144.95
0.81,0.45,0.27,-2.74,-71.35,-58.91
-0.86,0.71,-0.51,-18.89,-39.55,-23.39
-1.84,1.76,-0.86,-19.55,-91.6,-32.05
-1,1.46,-0.91,-21.83,-74.85,8.96
-0.43,0.97,-0.55,16.47,45.38,12.53
-0.15,1.25,-0.27,23.6,115,27.28
-0.41,1.74,-0.3,-24.46,129.4,79.83
-1.08,1.84,-0.55,-70.48,83.9,126.47
-1.1,1.79,-0.53,-93.94,-3.13,152.89
-0.86,1.86,-0.56,-111.89,-39.66,184.32
-0.26,2,-0.42,-132.77,29.96,214.07
-0.43,2,-0.52,-143.63,111.49,199.14
-0.52,2,-0.69,-123.95,66.5,178.44
-0.47,1.6,-0.5,-114.06,16.6,157.63
0.26,0.32,-0.12,-111.21,-51.25,133.36
-0.79,0.09,0.29,-75.95,-33.93,106.22
-1.96,-0.29,0.11,8.86,11.4,90.11
-1.73,-0.72,-1.2,104.79,-7.56,-8.35
0.2,0.21,-0.1,-12.83,0.98,-39.16
0.82,0.21,0.29,-28.07,90.19,-65.22
0.03,-0.19,0.27,1.11,129.65,-77.23
-0.53,-0.18,0,44.47,70.26,-62.19
0.19,0.21,-0.1,21.02,-36.27,-8.44
0.37,0.11,0.07,-12.62,-53.66,34.69
0.13,-0.05,0.05,-13.85,-81.26,37.98
0.05,-0.03,0.12,-6.54,-88.56,35.62
0.07,0.07,0.1,-7.09,-50.53,28.59
0.16,0.03,0.08,-10.67,-13.45,19.74
0.03,-0.04,0.12,-14.18,6.82,3.02
-0.19,-0.02,0.15,-11.44,7.18,-9.49
-0.23,0,0.17,-6.8,14.73,-16.05
-0.29,-0.04,0,0.3,28.57,-21.88
-0.15,-0.15,-0.17,17.82,51.1,-38.73
-0.4,-0.21,0.26,49.83,75.82,-80.81
-2,-0.46,-1.44,111.27,159.11,-177.24
0.26,1.67,1.36,120.23,-16.18,-250.14
-0.5,2,-2,90.58,-82.61,-28.85
-0.73,1.85,-1.32,133.56,-56.53,-195.56
-1.62,2,-2,187.09,-66.02,-204.4
-1.66,2,-1.35,162.63,-118.56,-224.29
0.29,2,0.16,93.35,-133.59,-148.85
0.91,0.79,0.32,28.67,-99,-84.37
-0.36,0.82,-0.13,-2.4,-2.19,-24.27
-1.36,1.87,-0.72,-16.64,14.74,-11.58
-1.27,1.7,-1.02,-28.07,-29.45,1.25
-0.96,1.16,-0.96,-14.36,-17.36,23.28
-0.38,1.08,-0.48,-7.45,33.64,41.54
-0.41,1.27,-0.31,-20.05,88.22,81.37
-0.84,1.69,-0.6,-62.54,86.79,120.63
-0.95,1.85,-0.58,-101.4,27.15,149.77
-0.57,1.83,-0.45,-130.06,-2.61,185.64
-0.22,2,-0.27,-155.7,31.82,225.11
-0.5,2,-0.57,-167.82,94.61,219.7
-0.48,2,-0.77,-147.98,62.7,161.82
0.69,1.81,-1.33,-124.39,-42.21,131.67
0.42,0.34,-0.8,-73.21,35.01,175.54
-0.9,-0.11,0.59,-71.86,26.34,201.5
-2,-0.51,0.46,9.74,55.92,77.71
-0.72,0.02,-1.12,60.97,-74.31,19.11
0.33,-0.03,0.15,-0.76,92.6,-52.87
-0.14,0.07,-0.14,-19.78,91.88,-85.66
-0.18,-0.26,0.4,10.14,43.34,-73.24
-0.24,-0.1,0.08,26.87,11.34,-60.6
0.15,0.24,-0.1,7.85,-49.79,-27.31
0.39,0.18,-0.09,-5.79,-75.3,11.23
0.35,-0.06,-0.07,-4.5,-94.34,27.15
0.34,-0.05,0.05,3.15,-94.55,31.02
0.28,0.04,0.1,4.73,-50.91,25.69
0.19,0.02,0.09,-2.38,3.85,17.24
0.12,0,0.03,-10.47,33.8,6.56
0,-0.01,-0.04,-13.76,47.79,-5.63
-0.29,-0.07,0.15,-6.52,72.97,-19.19
-0.55,-0.08,0.01,10.32,64.15,-31.94
-0.57,-0.21,-0.29,35.75,52.79,-55.68
-1.08,-0.35,-0.38,83.28,48.21,-102.78
-1.26,0.18,-0.25,93.53,61.5,-207.53
0.01,1.96,-0.01,157.5,-8.29,-177.5
-0.91,2,-1.88,135.75,-25.09,-146.45
-1.33,2,-1.35,170.71,-104.22,-150.04
-0.8,1.89,-0.11,171.96,-97.11,-225.36
0.04,2,-0.46,119.87,-77.38,-139.9
0.48,1.45,-0.21,83.57,-53.34,-70.52
-0.33,1.36,-0.44,30.03,-23.13,-47.2
-1.71,1.51,-0.77,-0.52,-64.6,-6.88
-1.45,2,-0.8,20.87,-51.11,-20.53
-0.4,1.34,-0.69,1.2,-28.15,13.73
-0.27,1.01,-0.55,4.57,11.39,47.44
-0.68,1.46,-0.6,-3.15,22.79,82.89
-0.94,1.81,-0.61,-26.02,16.45,107.55
-0.78,1.67,-0.57,-48.33,18.21,110.49
-0.55,1.84,-0.19,-93.24,15.42,132.42
-0.23,1.94,0,-134.98,37.38,196.43
-0.6,2,-0.39,-144.76,54.37,199.18
-0.86,2,-0.54,-133.64,38.37,169.36
-0.05,1.7,-0.67,-127.47,37.81,129.09
0.27,0.78,-0.77,-107.87,32.55,139.98
-0.13,0.36,-0.25,-81.17,35.13,114.72
-0.93,-0.23,0.22,-69.31,38.71,94.45
-2,-0.82,-0.15,17.63,-8.48,15.14
-0.87,0.06,-0.86,46.64,-65.74,-15.79
0.5,0.17,-0.03,-18.95,-36.92,-2.05
0.84,0.03,0.16,-27.55,56.79,-31.48
0.28,-0.22,0.16,-8.08,106.98,-59.92
-0.37,-0.12,0.08,13.42,84.74,-49.13
-0.12,0.15,0.01,4.28,28.83,-12.55
0.11,0.12,0.04,-12.09,-25.35,17.88
0.09,-0.06,0.03,-15.01,-70.08,23.69
0.09,0,0.04,-8.99,-82.35,21.39
0.18,0.05,0.07,-4.82,-51.35,16.8
0.23,0,0.02,-4.76,-3.96,9.35
0.16,-0.01,-0.01,-7.98,30.68,-2.57
0.01,0.04,0.02,-14.13,47.16,-12.32
-0.18,-0.07,0.11,-4.34,69.5,-19.34
-0.39,-0.11,-0.05,8.63,82.18,-34.78
-0.88,-0.34,0,44.95,67.47,-61.03
-2,-0.22,-0.97,73.31,60.33,-134.33
0.64,1.7,0.29,88.6,-95.68,-173.51
-1.54,2,-2,54.45,-12.47,22.16
-2,2,-0.5,148.34,-73.67,-250.14
-0.31,2,-1.07,157.68,-160,-250.14
0.62,2,-1.26,98.11,-54.27,-205.37
1.14,0.93,-0.15,85.03,3.28,-54.28
-0.17,0.95,-0.44,41.49,54.53,-32.92
-2,2,-0.66,13.41,-47.2,-36.67
-1.33,2,-0.9,-6.16,-122.05,19.97
0.09,1.42,-0.46,-17.56,-8.2,20.53
0.22,1.6,-0.42,-39.72,146.6,39.53
-0.75,1.98,-0.45,-98.64,131.43,111.7
-1.2,1.87,-0.41,-123.38,10.05,141.9
-0.82,1.94,-0.43,-123.69,-38.08,161.29
-0.56,2,-0.72,-136.63,25.73,176.53
-0.37,2,-0.73,-141.77,86.94,171.82
-0.03,2,-0.91,-129.12,58.46,143.32
0.14,1.18,-0.83,-101.56,-7.5,172.56
0.09,0.36,-0.25,-82.26,-36.5,169.6
-0.92,-0.1,0.7,-81.26,-20.08,127.4
-2,-0.63,-0.09,21.08,37.17,49.85
-0.57,0.04,-0.86,57.44,-53.25,-5.33
0.27,0.03,0.09,8.22,-7.48,-39.44
0.25,0.04,0.17,-14.51,35.15,-54.06
0.06,-0.12,0.33,13.21,59.45,-59.52
-0.18,-0.05,0.1,41.41,23.22,-53.67
0.41,0.2,-0.19,10.18,-38.74,-16.34
0.38,0.14,0.01,-13.7,-34.95,20.92
0.07,-0.05,0.05,-8.63,-62.05,33.53
0.13,-0.05,0.12,7.08,-74.82,25.16
0.16,0,0.11,11.37,-46.68,15.8
0.21,0.01,0.08,5.03,-8.66,7.31
0.13,0.05,0.05,-3.77,21.44,-4.17
-0.06,0.02,0.08,-6.95,44.37,-15.26
-0.33,-0.06,0.04,3.88,72.1,-31.21
-0.65,-0.11,-0.17,23.74,86.95,-55.94
-0.78,-0.18,-0.13,43.66,59.64,-92.92
-1.16,-0.32,-0.38,108.42,18.02,-143.42
-0.72,0.44,-0.4,118.75,40.17,-213.79
0.11,2,-0.24,122.55,-30.56,-209.13
-0.01,2,-0.22,88.52,-9.37,-27.44
-1.01,2,0.14,114.56,-46.05,-194.76
-2,2,-1.07,166.41,-89.82,-194.96
-0.92,1.96,-0.28,105.44,-157.54,-192.4
0.84,1.26,-0.19,46.25,-141.54,-120.2
0.58,0.62,-0.15,1.15,-19.22,-38.03
-1.11,1.19,-0.78,5.48,48.97,0.72
-2,2,-1.27,-3.85,-3.05,-38.82
-0.74,1.65,-0.74,-11.34,-56.49,19.2
0.06,0.91,-0.55,-23.53,6.81,53.64
-0.4,0.89,-0.61,-5.55,79.48,81.22
-0.86,1.56,-0.8,-22.76,80.4,117.36
-0.8,1.93,-0.71,-69.66,37.24,143.02
-0.47,1.7,-0.35,-132.42,46.64,190.1
-0.46,2,-0.19,-162.72,89.47,240.98
-1.26,2,-0.47,-173.47,86.11,200.8
-0.72,2,-0.85,-139.44,-19.31,170.08
0.02,1.55,-0.71,-123.78,-16,167.22
0.7,0.42,-0.62,-94.96,-35.13,142.31
-0.29,0.43,-0.18,-75.8,-31.44,156.89
-1.3,0.34,0.41,-57.63,66.56,147.04
-2,-1.06,-0.77,25.53,-85.3,13.86
0.06,-0.07,-0.49,7.64,-62.87,-37.8
0.35,-0.03,0.18,-13.85,71.82,-82.05
0.12,-0.07,0.29,1.16,121.09,-109.89
0.27,0.05,0,6.83,147.35,-126.37
-0.09,0.08,0.04,10.39,127.82,-102.53
-0.26,0.16,0.03,16.96,68.24,-68.64
-0.02,0.04,0.04,21.44,-46,-25.39
0.5,0.04,-0.14,12.39,-133.76,-0.58
0.69,-0.01,-0.05,9.47,-154.44,27.18
0.58,0,0.06,-0.74,-71.64,39.44
0.43,0.04,0.01,-13.6,21.01,35.44
0.34,0.05,0.04,-18.79,96.35,22.78
-0.26,0.06,0.11,-28.44,83.55,19.1
-1.09,-0.34,-0.09,12.52,31.68,-7.15
-1.54,-0.43,-0.53,72.66,-18.1,-61.43
-2,-0.42,-0.84,89.37,-75.89,-104.92
1.23,0.57,1.97,104.79,-43.17,-214.89
-0.15,2,-1.61,55.46,39.27,-61.56
-0.89,2,-1.58,106.24,49.58,-104.08
-2,2,-1.99,138.98,-29.32,-171.48
-2,2,-1.06,169.82,-189.56,-204.95
0.62,2,-0.63,121.5,-114.39,-164.02
0.98,1.28,-0.22,66.92,-25.65,-91.28
-0.07,1.09,-0.12,33.96,53.73,-23.65
-1.86,1.76,-0.93,12.56,-9.47,-2.81
-1.53,2,-0.71,19.54,-98.04,-14.44
-0.04,1.74,-0.33,-13.99,-41.08,17.21
0.24,1.23,-0.3,-45.33,85.64,59.76
-0.72,1.51,-0.53,-83.94,106.52,116.58
-1.52,1.9,-0.58,-103.42,9.97,133.7
-0.89,2,-0.46,-116.13,-32.37,146.2
-0.21,1.93,-0.41,-154.91,50.47,186.26
-0.56,2,-0.96,-149.59,102.37,181.11
-0.95,2,-0.93,-127.08,42.02,163.11
-0.71,1.4,-0.43,-105.42,-42.8,130.39
0.16,0.17,-0.23,-71.92,-77.12,118.44
0.13,-0.08,0.12,-31.06,-80.65,97.82
-0.8,-0.01,0.24,-34.33,-5.83,58.38
-1.76,-0.37,-0.21,17.69,-16.82,23.65
-0.15,0.11,-0.55,26.08,-17.53,-5.7
0.32,0.07,-0.01,-9.17,44.49,-24.14
0.14,-0.12,0.04,-14.92,85.69,-49.55
-0.18,-0.16,0.15,12.31,69.02,-50.61
