aX,aY,aZ,gX,gY,gZ
0.01,0.97,-0.17,-6.09,90.49,19.14
-0.04,0.92,-0.28,-7.41,86.53,19.32
-0.05,0.98,-0.3,-8,74.79,19.14
0.06,1.06,-0.29,-9.79,75.13,19.05
0.2,1,-0.15,-9.99,99.26,15.89
0.2,0.95,-0.09,-7.35,136.99,6.16
-0.02,1.03,-0.22,-2.84,173.21,-6.63
-0.13,1.21,-0.23,-11.82,206.53,-33.46
-0.25,1.18,-0.15,-29.3,239.33,-74.69
-0.38,0.77,-0.02,-33.11,246.89,-110.76
-0.45,0.62,0.08,-18.44,204,-138.89
-0.13,0.89,0.03,2.5,123.18,-149.05
0.12,1.37,-0.05,22.63,114.94,-156.51
-0.06,1.51,0.06,27.99,127.06,-141.52
0.16,1.23,0.18,26.31,111.64,-130.67
0.13,1.12,0.19,38.49,92.17,-128.89
0.07,1.19,0.19,39.61,78.18,-119.49
0.01,1.12,0.16,37.39,72.97,-113.5
-0.06,1.03,0.14,30.92,63.54,-107.4
-0.03,1,0.13,20.85,56.66,-103.05
-0.03,0.93,0.04,16.65,47.14,-99.35
-0.02,0.96,-0.02,11.67,45.25,-89.16
0.01,0.92,-0.09,7.92,50.37,-79.63
0,0.87,-0.15,-0.39,64.92,-69.67
0,0.84,-0.15,-10.96,82.98,-52.18
-0.13,0.77,-0.16,-14.83,86.95,-34.44
-0.23,0.75,-0.16,-19.32,70.73,-21.61
-0.18,0.78,-0.18,-27.56,53.5,-7.33
-0.16,0.76,-0.18,-29.02,57.28,7.79
-0.22,0.74,-0.27,-16.73,77.95,22.67
-0.42,0.8,-0.29,-7.72,71.08,31.44
-0.74,0.98,-0.3,-8.57,26.95,33.99
-0.94,1.06,-0.26,-13.01,-10.82,24.89
-0.94,1.07,-0.56,-16.99,-17.22,21.34
-0.87,1.02,-0.96,-16.02,-36.58,12.05
-0.25,1.46,0.05,-67.83,-72.45,46.31
0.82,0.46,0.46,8.8,-3.86,46.32
0.06,1.06,-0.21,-1.6,42.2,53.37
-0.13,1.25,-0.03,-26.05,12.82,75.63
0.05,0.92,-0.1,-17.45,-28.13,63.75
0.01,0.81,-0.29,-6.89,-20.47,56.21
0.25,1,-0.29,-8.53,9.47,49.91
0.15,0.99,-0.26,-12.85,39.8,40.41
-0.03,0.95,-0.26,-14.07,40.34,41.54
-0.09,0.95,-0.22,-14.07,25.02,43.88
0.02,0.96,-0.2,-13.9,18.38,46.11
0.11,0.95,-0.22,-15.02,35.93,45.64
0,0.96,-0.24,-14.18,43.46,41.85
-0.05,0.97,-0.24,-13.55,32.09,42.41
0.03,0.96,-0.22,-12.4,27.8,43.11
0.01,0.96,-0.21,-12.2,31.21,41.24
-0.05,0.96,-0.18,-10.44,25.6,40.59
0.01,0.97,-0.13,-8.43,27.24,40.15
-0.04,0.97,-0.15,-8.15,37.07,35.92
-0.11,0.94,-0.17,-6.72,34.31,31.69
-0.08,0.95,-0.21,-4.25,27.9,28.83
-0.05,0.92,-0.25,-2.53,20.35,28.94
0.02,0.94,-0.35,2.89,12.4,29.19
0.11,1.07,-0.17,-0.27,30.43,27.79
0.11,1.11,-0.06,-4.85,43.08,29.35
0.07,1.1,-0.08,-7.58,50.44,30.63
-0.01,1.06,-0.16,-7.51,35.32,30.71
0,1.04,-0.23,-6.07,38.8,29.13
0.03,1.03,-0.28,-8.34,66.13,23.31
-0.14,1.35,-0.31,-3.57,82.5,9.37
-0.25,0.93,-0.19,-14.63,99.89,-5.53
-0.19,1.02,-0.1,-18.45,108.44,-38.92
-0.3,1.13,0.21,-37.23,139.67,-81.92
-0.2,0.86,0.17,-38.05,133.8,-109
-0.28,0.72,-0.1,-20.03,98.39,-130.86
-0.3,0.9,-0.21,1.32,28.44,-138.31
-0.15,1.32,-0.24,21.65,1.64,-139.22
0.06,1.42,-0.23,19.88,6.89,-128.77
0.19,1.2,-0.22,28.18,9.66,-124.72
0.07,1.16,-0.17,37.63,-8.5,-117.21
-0.03,1.1,-0.11,45.47,-33.68,-103.68
-0.02,1,-0.11,54.21,-52.34,-89.46
0.02,0.98,-0.17,58.93,-66.11,-76.79
0.12,1,-0.21,55.43,-75.5,-68.39
0.17,0.93,-0.19,47.87,-71.67,-58.63
0.19,0.89,-0.17,45.27,-56.74,-47.76
0.25,0.86,-0.17,27.47,-28.41,-41.39
0.12,0.78,-0.08,17.51,-16.26,-23.94
0.03,0.77,-0.05,8.75,-8.9,-5.64
-0.01,0.76,-0.04,2.49,-0.71,6.64
-0.11,0.79,-0.01,-2.39,0.86,22.18
-0.18,0.75,0,7.25,3.53,36.66
-0.41,0.8,-0.16,21.15,1.87,40.76
-0.68,1.01,-0.24,23.24,-14.65,38.65
-0.72,1.11,-0.36,10.33,-35.11,25.23
-0.85,1.01,-0.62,0.4,-48.92,18.49
-0.88,0.97,-0.53,-30.48,-57.22,12.68
-0.73,1.06,-0.42,-29.64,-85.12,24.32
-0.09,1.47,0.14,-47.78,-103.84,43.63
0.4,0.73,-0.18,14.7,-53.63,42.47
0.38,0.96,-0.12,4.13,-30.15,49.11
0.46,1.17,0.06,-15.27,24.77,83.5
0.16,1.03,0.05,-21.8,-1.18,87.19
-0.24,0.89,-0.15,-17.76,-33.82,77.54
-0.1,0.86,-0.34,-10.4,-54.86,68.64
0.29,0.93,-0.32,-9.8,-33.06,64.05
0.16,0.93,-0.27,-10.47,-3.07,60.06
0,0.99,-0.16,-14.75,12.05,60.03
-0.02,0.95,-0.12,-16.39,9.27,59.27
-0.04,0.92,-0.15,-14.46,-0.75,60.37
-0.03,0.93,-0.17,-12.04,-5.89,58.38
-0.01,0.97,-0.14,-12.26,-12.81,56.09
0.03,0.94,-0.14,-11.59,-24.19,55.27
0.09,0.96,-0.15,-9.81,-27.81,54.52
0.16,0.97,-0.12,-7.27,-22.05,53.58
0.16,0.98,-0.1,-6.37,-11.57,54.04
0.17,0.99,-0.08,-6.7,2.12,52.47
0.14,1,-0.12,-6.76,11.73,49.76
0.12,1.06,-0.14,-7,11.14,49.47
0.14,1.09,-0.14,-9.23,8.02,52.95
0.11,1.1,-0.12,-8.74,11.04,51.92
-0.01,1.02,-0.2,-6.86,21.85,47.44
-0.12,1.06,-0.26,-10.54,32.16,43.64
-0.25,1.07,-0.28,-17.9,31.69,34.15
-0.26,1.02,-0.28,-24.51,23.6,20.09
-0.16,1.04,-0.35,-26.52,29.33,7.19
-0.23,1.33,-0.31,-25.98,30.75,-8.36
-0.25,0.97,-0.21,-24.12,35.12,-25.23
-0.24,1,-0.02,-20.24,52.89,-63.08
-0.15,1,0.18,-39.73,85.66,-102.06
-0.06,0.72,0.05,-13.58,90.77,-138.34
-0.15,0.82,-0.18,13.52,61.08,-157.06
-0.14,1.27,-0.19,32.73,30.41,-155.22
0.09,1.38,-0.18,37.82,23.69,-137.93
0.19,1.15,-0.15,44.21,23.77,-130.13
0.06,1.12,-0.11,58.27,2.26,-130.53
-0.11,1.15,-0.14,67.61,-40.54,-115.2
-0.16,1.08,-0.15,70.22,-92.13,-97.85
-0.03,1.01,-0.12,73.53,-139.14,-84.42
0.18,1,-0.2,72.53,-148.46,-71.67
0.33,0.97,-0.16,67.52,-114.66,-62.05
0.45,0.94,-0.16,59.32,-59.08,-57.71
0.44,0.88,-0.09,44.9,-9.39,-44.24
0.34,0.78,-0.02,33.02,22.16,-34.17
0.06,0.81,0,23.37,46.57,-17.83
-0.17,0.84,0.1,10.21,47.56,5.02
-0.27,0.76,0.14,11.6,16.54,20.42
-0.36,0.69,-0.08,35.45,-6.46,30.98
-0.31,0.78,-0.35,45.38,1.4,42.64
-0.23,0.93,-0.52,50.4,43.51,45.05
-0.39,1.15,-0.68,35.04,57.18,36
-1.14,1.09,-0.36,-5.02,5.09,27.12
-1.32,0.92,-0.5,-8.73,-64.31,26
-0.77,0.93,-0.48,-16.51,-107.55,43.74
-0.05,2,0.17,-51.65,-149.17,82.6
-0.11,0.69,0.36,-3.76,-73.43,62.67
-0.39,1.36,-0.55,-15.21,-115.08,62.87
0.95,0.76,0.01,-18.37,-86.15,62.08
1.04,0.7,0.07,-10.82,7.97,82.36
-0.11,1.13,-0.21,-10.47,53.83,79.6
-0.18,0.95,-0.29,-15.51,-10.25,65.45
0.15,0.91,-0.17,-18.54,-43.1,65.92
0.08,0.87,-0.18,-8.97,-28.62,60.24
0.26,0.93,-0.22,-6.74,10.72,53.44
0.25,0.98,-0.19,-9.82,55.1,47.82
-0.07,0.94,-0.19,-11.53,67.05,42.27
-0.29,0.9,-0.24,-7.79,36.59,40.7
-0.09,0.93,-0.25,-3.72,8.24,40.54
0.02,0.95,-0.2,-5.03,4.39,38.59
0.01,0.93,-0.16,-5.42,4.27,39.09
0.06,0.95,-0.15,-2.51,0.47,41
0.18,0.98,-0.14,0.15,4.22,41.95
0.24,0.99,-0.11,-0.1,17.05,42.63
0.21,1.04,-0.13,-1.66,35.95,43.73
0.12,1.04,-0.13,-2.08,47.1,41.92
0.01,1.06,-0.16,-3.3,52.48,40.52
0.13,1.01,-0.37,3.09,55.02,39.68
-0.07,1.03,-0.28,-2.85,74.36,35.86
-0.07,1.07,-0.27,-8.1,80.79,29.97
-0.06,1.04,-0.28,-15.85,83.89,22.85
-0.09,0.95,-0.28,-17.17,83.88,13.82
-0.18,1.28,-0.31,-5.19,88.79,0.99
0.01,1.1,-0.12,-17.63,116.98,-14.13
-0.07,1.07,-0.04,-20.37,150.1,-51.44
-0.23,1.1,0.21,-36.01,190.27,-95.47
-0.19,0.79,0.14,-32.7,183.42,-120.1
-0.33,0.61,-0.06,-13.51,152.73,-148.62
-0.13,0.95,-0.05,14.2,94.75,-163.28
0.05,1.36,-0.03,31.79,100.41,-159.07
0.08,1.37,-0.08,30.85,112.7,-141.31
0.09,1.19,-0.02,42.14,98.68,-132.75
-0.04,1.11,0.09,49.15,60.91,-126.44
-0.13,1.05,0.03,53.99,20.14,-109.86
-0.14,1.03,-0.01,53.02,-16.97,-94.23
-0.12,1,0.05,46.62,-47.84,-78.57
0.02,0.94,0.04,45.66,-56.47,-63.5
0.16,0.92,0.03,38.34,-39.08,-60.39
0.23,0.94,-0.01,24.69,-7.18,-51.95
0.27,0.86,-0.02,14.79,37.09,-38.87
0.22,0.75,-0.06,8.76,78.13,-23.43
0.03,0.73,-0.09,6.47,102.58,-10.7
-0.18,0.73,-0.15,5.85,107.52,3.15
-0.27,0.73,-0.22,10.39,100.57,17.44
-0.37,0.74,-0.27,21.71,82.59,31.93
-0.56,0.87,-0.33,23.66,63.73,42.99
-0.77,1.11,-0.37,13.24,19.24,43.51
-1.01,1.17,-0.44,-15.98,-35.68,29.12
-1,0.95,-0.42,-21.78,-80.69,11.44
-0.7,1.02,-0.35,-31.59,-59.79,5.73
-0.61,1.28,-0.42,-6.91,-41.59,18.62
0.02,1.26,0.03,-23.95,-52.24,37.55
0.07,0.89,0.1,-9.55,-45.48,38.97
0.67,0.9,-0.13,-8.33,-17.56,54.98
0.47,0.99,-0.14,-20.69,3.11,75.56
0.07,0.97,-0.19,-15.92,-5.55,77.89
0.07,0.93,-0.27,-16.96,-22.38,66.34
0.37,0.96,-0.23,-17.56,-4.25,65.16
0.08,0.92,-0.23,-16.12,20.21,56.92
0.07,0.94,-0.21,-15.42,33.18,52.06
0.02,0.95,-0.18,-15.08,38.21,47.5
-0.1,0.92,-0.22,-13.42,27.68,44.94
-0.01,0.93,-0.27,-9.42,21.83,42.14
0,0.94,-0.22,-9.56,22.03,37.75
-0.03,0.95,-0.2,-8.13,21.08,36.5
0.03,0.96,-0.16,-6.78,17.05,37.06
0.06,0.96,-0.15,-4.34,22.12,36.19
0.05,0.96,-0.17,-1.73,20.47,34.85
0.15,1.01,-0.13,-1.61,21.57,36.02
0.14,1.04,-0.12,-3.34,27.52,38.39
0.09,1.03,-0.14,-3.85,33.56,38.93
0.11,1.05,-0.16,-5.08,42.68,38.91
0.1,1,-0.27,-0.98,61.34,38.16
-0.1,1,-0.26,-3.79,70.6,37.5
-0.12,1.05,-0.23,-5.85,66.7,33.66
-0.11,1.06,-0.26,-8.31,63.93,29.86
-0.1,1.01,-0.27,-11.89,68.27,24.06
-0.01,1.01,-0.26,-16.44,76.21,17.07
-0.08,1.28,-0.31,-8.15,93.27,5.83
-0.05,1.08,-0.06,-21.82,127.5,-13.63
-0.07,1.02,-0.01,-23.53,159.91,-53.21
-0.36,1.07,0.18,-45.69,206.11,-104.79
-0.32,0.74,0.06,-33.71,181.52,-134.48
-0.4,0.74,-0.07,-13.85,139.09,-160.53
-0.17,1.06,-0.16,12.08,77.04,-173.01
-0.08,1.34,-0.15,30.11,69.43,-168.16
-0.01,1.33,-0.1,36.01,61.6,-153.02
0.11,1.26,-0.1,47.51,48.56,-142.99
0.01,1.2,0,52.28,32.89,-136.82
-0.08,1.06,-0.02,54.6,8.03,-119.12
-0.08,0.95,-0.05,56.31,-15.38,-104.42
-0.03,0.95,0.03,49.72,-47.58,-86.6
0.06,0.91,0.03,51.45,-62.52,-64.34
0.17,0.87,0,42.9,-64.21,-55.12
0.37,0.87,-0.03,28.99,-28.55,-44.76
0.38,0.79,-0.01,12.78,25.84,-31.47
0.33,0.72,-0.04,3.41,69.18,-12.08
0.12,0.7,-0.08,5.61,107.89,7.73
-0.19,0.65,-0.16,19.06,119.64,26.9
-0.55,0.7,-0.31,35.5,89.26,45.62
-0.82,0.93,-0.33,29.89,32.79,52.79
-1.09,1.25,-0.3,12.86,-38.19,34.01
-0.99,0.99,-0.57,1.85,-85.44,19.95
-0.89,1.07,-0.5,-17.92,-80.56,14.6
-0.66,1.03,-0.29,-40.59,-63.37,6.7
-0.25,1.67,0.06,-20.66,-30.79,25.31
0,1.09,0.08,-46.26,-15.85,25.76
-0.24,0.83,0.08,7.85,0.76,51.21
0.47,0.97,-0.25,-12.16,-16.27,38.02
0.58,0.9,-0.13,-21.43,-2,72.08
0.02,0.94,-0.14,-15.73,-19.94,87.88
-0.05,0.93,-0.3,-10.31,-44.53,69.89
0.36,0.99,-0.25,-12.89,-32.82,69.72
0.26,0.93,-0.15,-16.28,-1.24,65.16
0.09,0.95,-0.18,-14.78,24.04,60.08
0.08,0.95,-0.2,-15,41.21,55.98
-0.04,0.96,-0.2,-16.96,38.47,53.53
-0.04,0.92,-0.2,-16.37,21.31,53.27
-0.01,0.94,-0.23,-13.08,16.06,53.23
0.04,0.95,-0.22,-10.56,14.5,52.5
0.03,0.96,-0.18,-9.3,17,51.77
-0.01,0.94,-0.15,-6.67,17.15,50.7
0.02,0.95,-0.12,-3.35,13.99,50.29
0.07,0.97,-0.13,0.56,18.59,46.72
0.03,1,-0.18,1.21,26.62,43.83
0.05,1.04,-0.19,-0.31,32.66,44.41
-0.02,1.03,-0.17,-3.96,36.73,43.1
0.05,0.98,-0.3,-3.05,40.56,41.1
-0.04,1.04,-0.27,-10.92,63.83,35.94
-0.07,1.08,-0.28,-15.72,57.92,33.07
-0.03,1.06,-0.27,-20.73,65.2,28.84
-0.05,1.08,-0.26,-25.14,63.48,25.03
0.07,1.08,-0.14,-29.69,69.9,21.38
0,1.14,-0.21,-23.42,96.82,10.05
-0.07,1.18,0.03,-44.12,135.96,-15.98
-0.27,0.79,-0.03,-37.09,147.15,-50.54
-0.45,1.02,-0.08,-42.6,152.02,-99.54
-0.45,0.7,-0.06,-27.8,110.58,-125.66
-0.37,0.69,-0.2,0.76,73.89,-147.96
-0.12,1.14,-0.18,29.7,17.52,-159.18
0.09,1.4,-0.04,41.32,20.79,-154.21
0.24,1.24,-0.02,40.85,35.07,-140.34
0.19,1.2,0.02,54.26,36.01,-134.31
-0.02,1.29,0.05,58.02,29.17,-127.06
-0.1,1.13,-0.01,56.6,3.41,-109.03
-0.13,1.02,0.03,54.66,-32.22,-97.52
-0.04,0.97,0.04,55.7,-67.4,-82.57
0.12,0.92,-0.05,49.79,-73.01,-81.34
0.23,0.92,0.02,42.31,-40.29,-69.02
0.35,0.91,-0.04,31.27,4.13,-57.45
0.34,0.78,-0.06,16.95,44.87,-41.32
0.22,0.77,-0.02,12.6,72.81,-23.81
0.06,0.79,-0.07,5.79,90.76,-4.21
-0.05,0.74,-0.09,6.18,99.08,17.02
-0.15,0.68,-0.23,26.15,96,36.34
-0.38,0.73,-0.46,43.99,73.53,52.14
-0.66,0.89,-0.52,45.66,72.35,63.37
-0.86,1.25,-0.72,32.38,19.67,54.49
-1.35,1.04,-0.32,-22.47,-98.06,33.7
-1.28,0.9,-0.52,-17.5,-148.47,19.57
-0.64,1.49,-0.15,-30.65,-155.94,38.31
0.3,1.17,-0.16,-50.93,-138.79,62.63
0.06,0.99,0.1,1.85,-90.95,37.47
0.83,0.93,-0.18,-0.11,-33.4,45.89
0.87,0.89,-0.03,-20.89,36.41,74.33
0.09,1.04,-0.11,-20.85,46.53,89.95
-0.43,0.94,-0.27,-19.25,-12.73,69.49
0.07,0.91,-0.27,-18.87,-54.76,64.14
0.26,0.92,-0.19,-15.96,-39.44,60.51
0.24,0.94,-0.23,-11.5,8.04,54.37
0.19,0.96,-0.18,-14.32,55.43,46.87
-0.05,0.98,-0.17,-17.46,72.33,38.17
-0.29,0.91,-0.24,-17.09,46.24,35.9
-0.25,0.86,-0.25,-8.27,9.66,35.32
0,0.95,-0.25,-2.89,-5.56,35.73
0.09,0.97,-0.16,-6.08,-2.82,38.56
0.11,0.96,-0.11,-6.5,2.81,44.37
0.14,0.96,-0.12,-4.12,12.66,45.6
0.06,0.95,-0.16,-3.93,28.02,43.19
-0.01,0.95,-0.21,-3.67,29.6,41.4
-0.01,0.95,-0.19,-1.64,24.13,39.58
0.01,0.97,-0.19,-0.63,24.63,37.23
0.02,1,-0.21,-2.74,30.45,36.24
0.04,1.05,-0.24,-5.11,32.37,36.75
0.04,0.97,-0.36,-3.53,31.5,37.29
0.14,1.14,-0.34,-6.12,77.09,29.89
-0.06,1.08,-0.29,-15.23,92.84,24.43
-0.13,1.05,-0.22,-21.34,84.85,15.89
-0.17,1.07,-0.25,-15.15,75.66,9.01
-0.11,1.3,-0.1,-25.08,96.11,-5.55
-0.06,0.98,-0.05,-28.71,124.54,-29.89
-0.22,1.05,-0.03,-37.4,160.76,-68.32
-0.39,0.95,0.1,-50.81,177.69,-103.89
-0.4,0.67,-0.08,-31.02,154.66,-137.86
-0.38,0.66,-0.26,-2.79,98.69,-155.85
-0.18,1.06,-0.15,24.09,47.42,-161.96
0,1.48,-0.11,41.08,44.05,-156.12
0.14,1.37,-0.14,39.14,40.48,-138.9
0.11,1.24,-0.08,51.46,28.62,-132.27
-0.06,1.2,0,57.24,5.31,-128.26
-0.06,1.06,-0.02,56.71,-21.67,-108.34
-0.07,0.94,-0.02,56.46,-47.66,-92.34
-0.01,0.94,-0.02,56.5,-68.28,-76.66
0.13,0.91,-0.06,49.85,-71.37,-66.05
0.18,0.89,-0.09,42.79,-53.03,-50.25
0.28,0.89,-0.03,24.97,-26.63,-31.02
0.35,0.76,-0.04,11.28,14.8,-15.47
0.3,0.7,-0.01,3.33,46,1.92
0.15,0.75,-0.08,-1.55,85,16.19
-0.08,0.74,-0.1,0.9,101.3,31.75
-0.4,0.66,-0.25,29.01,90.44,47.6
-0.79,0.84,-0.42,41.58,59.51,53.85
-1.09,1.08,-0.48,43.35,5.31,45.04
-0.88,1.2,-0.57,10.15,-51.04,22.39
-0.85,1.03,-0.45,-0.15,-70.29,13.69
-0.96,1.01,-0.36,-17.98,-56.58,10.32
-0.61,0.92,-0.2,-9.64,-61.96,17.33
-0.21,1.48,-0.37,-7.3,-100.69,45.29
0.07,0.85,0.52,-23.82,-84.19,67.93
-0.59,1.21,-0.28,-9.94,-96.76,38.66
0.62,0.9,-0.4,-14.57,-85.08,54.37
1.05,0.67,0.09,-10.02,-31.83,73.43
0.29,1.09,-0.17,-5.16,62.24,68.26
-0.19,1.03,-0.29,-16.65,18.6,64.88
0.02,0.94,-0.18,-16.49,-37.5,62.6
0.06,0.91,-0.24,-12.6,-43.63,61.61
0.32,0.92,-0.24,-10.02,-9.03,57.57
0.21,0.99,-0.16,-14.16,28.96,54.45
-0.04,0.97,-0.16,-16.85,36.21,50.63
-0.08,0.93,-0.19,-15.5,23.44,51.83
-0.03,0.92,-0.21,-11.86,20.07,51.06
-0.05,0.95,-0.21,-10.56,18.93,47.69
-0.07,0.94,-0.16,-10.02,7.26,46.76
-0.01,0.94,-0.12,-8.65,2.84,46.41
0.01,0.94,-0.16,-7.02,13.6,42.89
-0.06,0.93,-0.2,-4.13,18.22,37.47
-0.01,0.94,-0.21,-0.18,12.54,35.39
0.03,0.97,-0.19,0.42,13.29,35.12
0.07,1.01,-0.17,-1.05,17.2,34.92
0.15,1.04,-0.15,-2.42,28.05,35.7
0.15,1.1,-0.12,-3.76,45.59,35.4
0.28,1.04,-0.38,8.42,64.45,34.24
-0.03,1.08,-0.36,-3.32,107.89,28.94
-0.18,1.04,-0.34,-16.63,110.85,18.5
-0.27,1.02,-0.29,-22.66,93.44,10.83
-0.27,1.43,-0.16,-19.95,80.72,0.68
-0.13,1.02,-0.08,-20.41,79.18,-14.8
-0.15,1.08,-0.11,-24.04,95.34,-44.64
-0.26,1.08,0.09,-41.53,129.59,-79.44
-0.2,0.82,0.09,-41.94,145.37,-112.12
-0.28,0.64,-0.11,-25.7,130.24,-138.87
-0.22,0.86,-0.08,-0.51,77.89,-154.62
0.02,1.27,-0.05,27.89,58.73,-159.46
0.1,1.36,-0.06,26.31,75.93,-143.44
0.16,1.18,-0.03,37.6,80.78,-127.92
0,1.21,-0.01,48.51,57.98,-127.58
-0.12,1.07,-0.02,52.76,17.29,-113.24
-0.15,0.99,-0.08,58.53,-16.27,-96.03
-0.17,0.99,-0.05,53.42,-56.45,-77.44
0,0.9,-0.02,55.11,-90.65,-63.61
0.12,0.91,-0.09,52.44,-82.25,-56.62
0.18,0.93,-0.02,39.66,-58.6,-43.09
0.33,0.91,-0.04,21.92,-19.05,-31.37
0.33,0.78,0.04,14.53,22.01,-17.76
0.17,0.78,0.02,7.73,64.9,-2.1
-0.01,0.79,-0.03,1.8,85.77,13.26
-0.2,0.78,-0.06,2.57,88.44,30.97
-0.4,0.71,-0.17,21.52,74.31,45.7
-0.68,0.85,-0.29,24.53,46,50.02
-0.99,1.14,-0.35,26.85,-12.91,40.19
-0.84,1.12,-0.58,4.02,-46.36,23.18
-0.9,0.99,-0.49,-14.91,-51.22,14.44
-0.98,0.96,-0.4,-26.03,-40.94,2.73
-0.5,1.14,-0.12,-35.62,-39.09,11.91
0.12,1.29,-0.11,-34.14,-58.87,43.6
-0.35,0.89,0.01,5.28,-53.2,37.15
0.26,1.02,-0.37,-4.69,-74.23,46.26
0.87,0.89,0.07,-10.78,-42.29,71.49
0.4,1.04,-0.09,-10.85,-15.07,84.95
-0.17,0.99,-0.22,-11.68,-21.02,74.5
0.19,0.93,-0.29,-11.68,-39.53,66.09
0.3,0.97,-0.19,-14.01,-12.51,62.95
0.02,0.92,-0.19,-13.41,16.4,56.95
0.09,0.95,-0.21,-12.87,28.8,52.27
0.03,0.95,-0.18,-13.6,47.49,45.16
-0.13,0.94,-0.2,-14.47,45.76,42.18
-0.14,0.92,-0.22,-10.71,24.37,42.16
-0.1,0.93,-0.21,-7.74,9.73,41.41
-0.02,0.95,-0.18,-6.97,8.15,40.47
-0.03,0.95,-0.14,-6.91,8.43,40.65
-0.03,0.94,-0.16,-4.93,8.26,41.33
0,0.95,-0.17,-2.67,10.58,40.12
-0.03,0.94,-0.18,-0.98,14.83,37.14
-0.01,0.93,-0.17,1.48,15.35,35.55
0.08,0.98,-0.17,3.76,18.91,37.18
0.02,0.96,-0.2,0.93,28.34,40.05
0.05,0.98,-0.23,-2.13,31.75,40.82
0.05,1.05,-0.26,-3.4,35.11,39.85
0.18,1.05,-0.49,1.08,40.7,39.79
0.02,1.14,-0.29,-10.85,86.34,31.6
-0.11,1.05,-0.28,-13.43,79.11,26.53
-0.23,1.39,-0.25,-16.69,72.79,13.53
-0.13,1.09,-0.14,-20.11,78.26,-1.6
-0.12,1.12,-0.04,-27.69,113.24,-36.73
-0.29,1.04,0.11,-38.53,140.19,-73.97
-0.23,0.89,0.11,-47.3,156.87,-106.15
-0.34,0.68,-0.12,-27.76,138.21,-136.77
-0.4,0.74,-0.23,-1.57,78.17,-146.33
-0.12,1.15,-0.16,22.77,38.5,-147.77
0.09,1.43,-0.15,31.25,36.53,-136.58
0.12,1.27,-0.13,36.72,30.06,-125.42
0.07,1.26,-0.05,45.5,18.68,-124.4
-0.04,1.13,-0.04,48.21,-7.44,-110.8
-0.06,0.98,-0.07,54.51,-32.44,-94.51
-0.09,0.98,-0.04,54.06,-61.73,-82.44
-0.01,0.98,-0.06,51.97,-87.37,-70.86
0.12,0.95,-0.08,43.93,-75.82,-67.61
0.23,0.95,-0.04,33.97,-45.02,-57.32
0.29,0.88,-0.07,19,-7.42,-49.72
0.26,0.77,0.04,12.29,29.26,-37.47
0.14,0.78,-0.01,9.32,65.16,-23.6
-0.08,0.75,-0.05,7.54,77.66,-8.32
-0.15,0.75,-0.03,5.13,72.55,6.42
-0.17,0.69,-0.11,16.13,77.59,22.25
-0.35,0.71,-0.28,37.26,71.34,32.48
-0.5,0.89,-0.49,34.97,60.82,39.02
-0.68,1.04,-0.6,25.06,31.31,33.06
-0.88,1.01,-0.49,-1.92,-12.71,24.13
-1.11,0.97,-0.39,-15.06,-48.15,18.93
-0.91,0.98,-0.47,-20.55,-61.98,19.04
-0.58,1.95,-0.43,-23.02,-106.75,48.09
-0.06,0.94,0.37,-24.51,-108.82,55.44
-0.02,1.03,-0.07,-9.6,-92.92,48.02
0.98,0.86,-0.08,-8.21,-43.27,66.69
0.71,0.92,-0.04,-15.08,20.4,85.06
-0.12,1.04,-0.21,-16.54,31.39,84.66
-0.17,0.91,-0.27,-17.02,-21.76,66.31
0.13,0.92,-0.22,-15.09,-32.44,58.38
0.1,0.88,-0.22,-11.08,-13.16,52.09
0.19,0.96,-0.23,-8.72,18.05,47.5
0.08,0.99,-0.19,-13.15,43.11,39.97
-0.08,0.94,-0.21,-15.38,40.98,38.72
-0.06,0.91,-0.23,-13.88,29.31,41.65
0.01,0.93,-0.26,-9.1,27.15,41.67
-0.06,0.95,-0.22,-7.76,23.66,41.02
-0.07,0.95,-0.19,-7.98,9.31,42.62
-0.02,0.94,-0.18,-4.8,-5.29,45.18
0.04,0.96,-0.16,-2.4,-7.89,46.07
0.16,0.97,-0.14,-1.03,2.66,45.73
0.15,0.98,-0.14,-1.34,20.6,44.45
0.06,0.97,-0.18,-1.56,31.9,43.45
0.06,0.97,-0.21,-3.15,30.24,44.61
0.06,1,-0.22,-3.9,34.09,43.98
0.01,0.92,-0.33,-3.53,38.15,44.31
0.1,1.02,-0.33,-1.37,66.89,35.77
-0.07,1.08,-0.26,-8.55,84.77,28.92
-0.06,1.07,-0.21,-14.29,79.27,22.49
-0.06,1.02,-0.19,-14.49,68.9,18.56
-0.12,1.41,-0.31,-5.08,63.98,11.01
0.02,1.07,-0.21,-21.63,85.76,1.02
-0.01,1.05,-0.14,-24.63,115.4,-31.31
-0.27,1.06,0,-34.66,138.84,-67.05
-0.27,0.98,0.19,-49.15,161.48,-101.09
-0.31,0.68,-0.04,-33.18,151,-132
-0.47,0.58,-0.18,-7.18,88.56,-148.53
-0.28,0.97,-0.17,22.6,23.78,-154.3
-0.01,1.42,-0.2,41.4,17.2,-150
0.15,1.45,-0.15,36.22,28.23,-132.27
0.22,1.33,-0.19,40.96,23.12,-130.92
-0.03,1.21,-0.07,51.15,15.71,-123.96
-0.07,1.06,-0.08,53.67,-4.15,-106.44
-0.06,0.93,-0.03,54.83,-29.08,-88.51
-0.06,0.93,-0.01,52.15,-55.64,-76.35
