aX,aY,aZ,gX,gY,gZ
0.12,0.99,-0.09,-3.3,0.58,-0.99
0.1,0.99,-0.09,-3.04,1.02,-1.11
0.12,0.99,-0.09,-3.35,1.68,-0.75
0.11,0.99,-0.09,-3.15,1.76,-0.57
0.1,0.99,-0.09,-3.63,1.18,-0.84
0.11,0.99,-0.09,-3.18,1.43,-1.08
0.09,0.99,-0.09,-3.44,1.26,-0.98
0.1,0.98,-0.09,-3.69,1.15,-0.85
0.12,0.99,-0.09,-3.7,1.16,-0.89
0.09,0.98,-0.08,-3.34,1.69,-0.66
0.11,0.99,-0.09,-3.59,2.39,-0.77
0.1,0.98,-0.09,-3.32,1.88,-0.85
0.09,0.99,-0.09,-3.6,1.02,-1.1
0.11,0.99,-0.08,-2.9,1.26,-0.71
0.1,0.99,-0.08,-3.69,1.95,-0.66
0.1,0.99,-0.09,-3.73,2.08,-0.59
0.11,1,-0.08,-3.59,1.56,-0.66
0.08,0.98,-0.09,-3.7,1.09,-0.86
0.1,0.99,-0.1,-3.19,1.15,-0.43
0.11,0.99,-0.09,-2.97,0.7,-0.76
0.1,1,-0.09,-3.5,1.6,-0.7
0.11,0.99,-0.09,-3.37,1.54,-0.61
0.09,0.99,-0.08,-3.55,1.08,-0.83
0.11,0.99,-0.09,-3.18,1.1,-0.63
0.11,0.98,-0.09,-2.65,0.6,-0.38
0.1,0.99,-0.09,-3.28,0.95,-0.28
0.09,0.99,-0.08,-3.6,1.08,-0.5
0.12,0.99,-0.09,-3.43,1.05,-0.47
0.1,0.99,-0.09,-3.08,1.27,-0.47
0.1,0.99,-0.08,-3.42,0.68,-0.53
0.12,0.99,-0.09,-3.06,0.99,-0.53
0.1,0.99,-0.09,-3.39,0.83,-0.73
0.12,0.99,-0.09,-3.33,0.79,-0.47
0.12,0.99,-0.09,-3.43,1.49,-0.69
0.1,0.99,-0.09,-3.27,2.37,-0.83
0.11,1,-0.09,-2.76,1.68,-0.32
0.09,0.99,-0.09,-3.25,0.37,-0.19
0.1,0.99,-0.09,-3.47,0.6,-0.59
0.1,1,-0.1,-3.36,0.9,-0.74
0.08,0.98,-0.08,-2.82,0.52,-0.97
0.11,0.99,-0.08,-3.31,0.11,-0.75
0.1,0.99,-0.09,-3.15,0.73,-1.02
0.09,0.98,-0.09,-2.92,0.89,-0.66
0.12,0.99,-0.1,-3.37,0.65,-0.78
0.1,0.98,-0.09,-2.59,0.85,-0.58
0.11,0.99,-0.08,-3.04,0.52,-0.54
0.11,1,-0.09,-3.27,0.96,-0.47
0.09,0.98,-0.07,-3.3,1.57,-0.69
0.11,0.99,-0.09,-2.9,1.81,-0.91
0.1,0.99,-0.09,-2.69,1.85,-0.57
0.09,0.99,-0.1,-2.98,1.01,-0.37
0.11,0.99,-0.08,-3.02,0.18,-0.58
0.1,0.98,-0.09,-3.22,1.11,-0.69
0.11,0.99,-0.09,-3.09,1.73,-0.63
0.11,0.99,-0.09,-2.87,1.22,-0.63
0.11,1,-0.09,-2.85,0.68,-0.61
0.08,0.99,-0.09,-3.1,0.85,-0.35
0.12,0.99,-0.1,-3.48,1.34,-0.57
0.1,0.98,-0.09,-2.95,1.44,-0.69
0.1,0.99,-0.08,-3.09,1.25,-0.65
0.11,0.99,-0.1,-2.81,1.73,-0.5
0.08,0.98,-0.1,-2.99,1.5,-0.65
0.11,0.99,-0.09,-2.97,1.15,-0.69
0.11,0.99,-0.08,-3.6,1.46,-0.92
0.09,0.99,-0.09,-2.99,1.93,-0.65
0.12,0.99,-0.08,-2.69,1.7,-0.53
0.09,0.99,-0.09,-3.29,1.05,-0.59
0.1,0.99,-0.09,-3.18,0.63,-0.56
0.11,0.99,-0.09,-3.44,0.85,-0.95
0.09,0.98,-0.09,-3.38,1.26,-0.81
0.11,0.99,-0.1,-3.27,1.22,-0.85
0.11,0.99,-0.1,-2.9,1.66,-0.57
0.09,0.98,-0.09,-3.66,1.21,-0.76
0.12,0.99,-0.09,-3.4,1.49,-0.82
0.09,0.97,-0.08,-3.27,1.75,-0.53
0.09,0.99,-0.1,-3.13,1.15,-0.19
0.11,0.99,-0.09,-3.41,0.4,0.01
0.08,0.98,-0.09,-3.28,0.77,-0.11
0.11,0.99,-0.09,-3.22,1.05,-0.58
0.1,0.99,-0.09,-3.5,0.94,-0.95
0.09,0.98,-0.1,-3.66,0.88,-0.67
0.12,1,-0.09,-3.25,1.37,-0.37
0.09,0.99,-0.09,-3.21,1.45,-0.48
0.09,0.99,-0.08,-3.08,1.6,-0.31
0.1,1,-0.09,-3.26,0.9,-0.48
0.1,0.99,-0.08,-3.52,1.37,-0.75
0.1,0.98,-0.09,-3.48,1.19,-0.66
0.12,0.99,-0.09,-3.17,1.59,-0.3
0.09,0.98,-0.09,-3.17,1.47,-0.27
0.1,1,-0.08,-3.22,1.17,-0.55
0.11,0.99,-0.1,-3.23,1.3,-0.66
0.09,0.98,-0.09,-3.77,1.49,-0.8
0.11,0.98,-0.09,-3.04,1.08,-1
0.11,0.99,-0.08,-3.5,2.34,-0.44
0.08,0.98,-0.08,-2.99,2.14,-0.21
0.11,1,-0.09,-3.11,1.82,-0.25
0.09,0.99,-0.1,-3.63,0.8,-0.16
0.09,0.99,-0.08,-3.16,0.33,-0.27
0.12,1,-0.09,-3.69,0.64,-0.4
0.09,0.99,-0.09,-3.36,1.5,-0.54
0.11,0.99,-0.09,-2.76,1.78,-0.58
0.1,0.99,-0.08,-3.32,1.87,-0.48
0.1,0.99,-0.08,-3.36,1.72,-0.66
0.12,0.99,-0.08,-3.87,1.63,-0.36
0.09,0.98,-0.09,-3.37,1.45,-0.26
0.1,0.99,-0.1,-3.3,1.53,-0.44
0.11,0.99,-0.1,-3.05,2.14,-0.53
0.08,0.99,-0.08,-3.5,1.98,-0.5
0.11,0.99,-0.08,-3.43,1.5,-0.26
0.1,0.99,-0.09,-3.64,1.42,-0.43
0.08,0.99,-0.08,-3.39,1.18,-0.61
0.12,0.99,-0.1,-3.07,1.44,-0.77
0.09,0.98,-0.1,-3.51,1.56,-0.36
0.11,1,-0.09,-3.52,0.89,-0.56
0.11,1,-0.09,-3.53,1.37,-0.84
0.09,0.99,-0.08,-3.21,2.09,-0.62
0.08,0.98,-0.09,-3.05,1.38,-0.24
0.11,0.99,-0.09,-3.21,0.09,-0.05
0.1,0.99,-0.1,-3.45,-0.18,-0.24
0.1,1,-0.1,-3.23,1.74,-0.72
0.12,0.99,-0.09,-3.56,1.39,-0.75
0.09,0.99,-0.09,-3.31,0.85,-0.77
0.11,1,-0.09,-2.71,1.15,-0.82
0.11,0.98,-0.09,-3.53,1.68,-0.73
0.08,0.99,-0.09,-3.48,1.32,-0.72
0.11,0.99,-0.08,-3.31,1.14,-0.74
0.1,0.98,-0.09,-2.92,1.49,-0.85
0.1,0.99,-0.09,-2.96,1.53,-0.83
0.11,0.99,-0.09,-3.27,1.11,-0.76
0.09,0.98,-0.09,-3.28,0.85,-0.75
0.1,0.99,-0.09,-3.18,0.95,-0.92
0.11,0.98,-0.09,-3.43,1.71,-0.96
0.09,0.99,-0.08,-3.34,1.36,-0.75
0.12,1,-0.09,-3.35,1.47,-1.47
0.1,0.98,-0.09,-3.23,1.77,-1.07
0.1,0.99,-0.1,-3.02,1.47,-0.87
0.11,0.98,-0.09,-3.44,1.53,-0.47
0.08,0.98,-0.09,-2.81,0.94,-0.76
0.1,1,-0.09,-3.5,0.72,-0.82
0.1,0.99,-0.09,-3.4,1.18,-0.85
0.09,0.99,-0.09,-3.79,0.91,-0.7
0.11,0.99,-0.09,-3.27,1.18,-0.73
0.1,0.99,-0.08,-3.22,1.56,-0.86
0.1,0.99,-0.09,-3.15,2.19,-0.94
0.1,0.99,-0.08,-3.76,2.2,-0.76
0.11,0.99,-0.09,-3.31,1.75,-0.46
0.08,0.98,-0.09,-3.08,1.44,-0.24
0.1,0.99,-0.09,-2.88,1.02,-0.15
0.09,0.99,-0.09,-3.27,0.5,-0.33
0.1,0.99,-0.09,-3.28,0.53,-0.52
0.11,0.99,-0.08,-3.23,0.99,-0.5
0.09,0.99,-0.1,-3.67,1.14,-0.79
0.1,0.99,-0.1,-3.1,1.42,-0.57
0.11,0.98,-0.09,-3.27,0.88,-0.44
0.1,0.99,-0.08,-3.05,1.8,-0.41
0.1,1,-0.09,-3.12,2.9,-0.53
0.09,0.99,-0.1,-3.7,2.3,-0.21
0.07,0.99,-0.1,-3.31,0.2,0.36
0.1,1,-0.1,-3.28,-0.31,0.29
0.09,0.99,-0.09,-2.98,-0.02,-0.21
0.11,0.99,-0.09,-2.92,0.95,-1.07
0.11,0.99,-0.09,-3.52,1.97,-0.45
0.08,0.98,-0.09,-3.56,2.4,-0.43
0.1,0.99,-0.09,-3.12,1.96,0
0.09,0.99,-0.08,-3.15,1.63,-0.38
0.09,0.99,-0.09,-3.33,1.27,-0.2
0.1,0.99,-0.08,-3.18,1.44,0.1
0.08,0.99,-0.09,-3.28,0.74,0.18
0.1,1,-0.09,-3.66,0.68,-0.28
0.11,0.99,-0.08,-3.4,0.96,-0.59
0.09,0.98,-0.09,-3.18,1.4,-0.4
0.12,0.99,-0.08,-3.15,1.47,-0.33
0.11,0.99,-0.1,-3.6,1.07,-0.31
0.1,0.99,-0.09,-3.29,1.87,-0.48
0.1,0.98,-0.09,-3.03,1.99,0.01
0.11,1,-0.08,-2.93,1.92,-0.18
0.08,0.98,-0.09,-3.66,1.39,-0.18
0.11,0.99,-0.08,-3.49,0.47,-0.33
0.11,0.99,-0.09,-2.73,0.5,-0.12
0.1,0.99,-0.09,-3.27,1.18,-0.08
0.12,1,-0.09,-3.25,1.4,-0.45
0.09,0.98,-0.09,-3.79,1.35,-0.21
0.1,0.99,-0.08,-3.37,1.2,-0.59
0.11,0.98,-0.08,-2.53,1.5,-0.27
0.09,0.99,-0.09,-3.02,1.04,-0.39
0.11,1,-0.09,-3.59,0.53,0.17
0.1,0.99,-0.09,-3.15,0.83,-0.56
0.1,0.98,-0.09,-2.9,1.5,-0.62
0.12,0.99,-0.09,-3,1.47,-0.6
0.1,0.99,-0.09,-3.53,1.37,-0.66
0.11,1,-0.09,-2.87,1.76,-0.3
0.11,0.99,-0.09,-3.24,2.94,-0.63
0.08,0.98,-0.09,-3.17,1.86,-0.27
0.1,0.99,-0.09,-3.47,0.81,-0.18
0.1,0.99,-0.09,-3.12,-0.03,0.31
0.09,0.99,-0.09,-2.98,0.78,-0.37
0.12,0.99,-0.09,-3.23,1.33,-0.63
0.09,0.98,-0.1,-3.32,1.21,-0.77
0.12,0.99,-0.09,-3.29,1.34,-0.62
0.12,0.98,-0.08,-3.46,2.33,-0.57
0.09,0.98,-0.08,-3.15,2.56,-0.33
0.1,0.99,-0.1,-3.33,2.29,-0.63
0.11,0.99,-0.09,-3.53,1.66,-0.56
0.1,0.98,-0.1,-3.35,1.09,-0.32
0.09,0.99,-0.09,-3.24,0.83,-0.08
0.11,0.99,-0.09,-3.49,0.73,-0.11
0.09,0.98,-0.09,-3.76,0.52,-0.08
0.11,0.99,-0.1,-3.83,0.3,0.27
0.11,0.99,-0.08,-3.37,1.04,0.03
0.1,0.98,-0.1,-3.22,1.11,-0.14
0.12,1,-0.1,-3.5,1.21,-0.2
0.1,0.98,-0.09,-3.4,1.75,0.06
0.1,0.99,-0.08,-3.62,1.55,0.14
0.12,0.99,-0.08,-3.45,1,0
0.09,0.98,-0.09,-3.09,1.02,-0.19
0.11,0.99,-0.09,-3.66,1.24,-0.13
0.1,0.99,-0.09,-3.08,1.03,-0.16
0.09,0.99,-0.08,-3.73,0.95,-0.34
0.12,0.99,-0.09,-3.46,1.01,-0.18
0.1,0.98,-0.09,-3.27,0.37,-0.14
0.11,1,-0.09,-3.39,0.31,0.07
0.13,0.99,-0.09,-3.44,0.61,-0.05
0.11,0.98,-0.08,-3.15,1.53,-0.04
0.11,1,-0.09,-3.27,1.55,-0.32
0.12,0.99,-0.1,-3.56,1.53,-0.61
0.09,0.99,-0.11,-3.41,1.73,-0.46
0.12,0.99,-0.09,-2.98,1.49,0.07
0.1,0.98,-0.09,-3.19,0.92,-0.51
0.11,0.99,-0.09,-3.4,1.35,-0.57
0.11,0.99,-0.09,-3.4,2.32,-0.58
0.09,0.98,-0.08,-2.79,1.9,-0.24
0.11,0.99,-0.08,-2.65,0.56,-0.28
0.12,0.99,-0.1,-3.55,0.13,-0.22
0.11,0.99,-0.09,-3.27,0.78,-0.03
0.1,0.99,-0.09,-3.15,0.6,-0.6
0.13,0.99,-0.09,-2.96,1.13,-1.03
0.1,0.98,-0.09,-2.94,1.68,-0.65
0.12,0.99,-0.09,-3.75,1.64,-0.82
0.11,0.99,-0.09,-3.09,1.54,-0.89
0.09,0.99,-0.1,-3.26,0.92,-0.69
0.11,0.99,-0.09,-2.66,1.4,-0.88
0.1,0.99,-0.1,-3.67,1.4,-0.93
0.11,0.98,-0.09,-3.11,1.31,-0.6
0.12,0.99,-0.08,-3.21,1.18,-0.61
0.09,0.99,-0.1,-3.02,1.08,-0.83
0.11,0.99,-0.09,-3.07,1.25,-0.93
0.12,0.99,-0.09,-3.4,1.77,-0.87
0.1,0.98,-0.09,-3.14,1.73,-0.85
0.11,0.99,-0.09,-3.48,1.63,-0.88
0.1,0.98,-0.08,-2.98,1.79,-1.01
0.1,0.99,-0.09,-3.35,1.72,-0.66
0.12,0.99,-0.09,-3.33,1.02,-0.62
0.09,0.99,-0.08,-3.13,0.96,-0.74
0.11,1,-0.09,-3.5,0.81,-1.02
0.11,0.99,-0.1,-3.11,1.37,-1
0.09,0.99,-0.1,-2.78,1.4,-1.02
0.12,0.99,-0.09,-3.53,1.55,-1.03
0.1,0.99,-0.09,-3.44,0.92,-1.02
0.1,0.99,-0.08,-3.21,1.41,-0.82
0.12,0.99,-0.09,-3.6,1.65,-1.05
0.09,0.98,-0.09,-2.98,1.96,-0.95
0.09,0.99,-0.08,-3.19,1.82,-0.79
0.11,0.99,-0.1,-3.03,1.53,-0.87
0.1,0.99,-0.09,-3.59,1.14,-1
0.09,0.99,-0.1,-3.82,0.58,-0.81
0.12,1,-0.1,-3.43,0.47,-0.95
0.1,0.98,-0.09,-2.98,1.31,-1.11
0.1,0.99,-0.1,-3.49,1.24,-0.85
0.12,0.99,-0.09,-3.74,0.66,-0.98
0.1,0.99,-0.1,-3.51,1.15,-1.13
0.11,0.99,-0.08,-3.09,2.14,-0.92
0.11,0.99,-0.09,-3.33,1.37,-0.37
0.09,0.98,-0.09,-3.39,0.31,-0.09
0.11,1,-0.09,-3.28,0.21,-0.47
0.08,0.99,-0.09,-3.36,0.5,-1.05
0.1,1,-0.09,-3.56,0.47,-1.33
0.12,0.99,-0.09,-2.76,0.98,-1.49
0.1,0.98,-0.09,-3.34,1.54,-1.07
0.11,1,-0.09,-3.82,1.06,-0.53
0.1,0.99,-0.09,-3.33,0.87,-0.63
0.09,1,-0.09,-3.06,0.76,-0.74
0.11,0.99,-0.08,-3.11,1.34,-0.84
0.1,0.99,-0.09,-3.37,1.92,-1.16
0.1,0.99,-0.09,-3.5,1.83,-0.94
0.11,0.99,-0.09,-3.27,1.34,-0.67
0.08,0.98,-0.09,-3.5,1.44,-0.66
0.1,0.99,-0.08,-2.7,0.82,-0.71
0.1,0.99,-0.1,-2.78,-0.02,-1.25
0.1,0.98,-0.1,-3.42,1.19,-0.91
0.12,0.99,-0.09,-3.2,1.23,-0.79
0.09,0.99,-0.09,-3.4,1.56,-0.95
0.08,0.99,-0.09,-2.75,1.77,-0.97
0.1,1,-0.1,-3.28,0.68,-0.67
0.1,0.98,-0.09,-3.08,0.59,-0.8
0.1,0.98,-0.1,-3.04,1.08,-0.93
0.12,0.99,-0.09,-3.18,1.6,-0.71
0.09,0.98,-0.09,-3.54,1.01,-0.79
0.1,0.98,-0.1,-2.99,1.07,-0.69
0.11,0.99,-0.09,-2.63,1.08,-0.92
0.09,0.98,-0.1,-3.46,1.11,-0.95
0.1,1,-0.09,-3.25,0.79,-0.67
0.1,0.99,-0.08,-3.63,1.28,-0.84
0.09,0.98,-0.09,-2.77,1.6,-0.88
0.1,1,-0.1,-3.14,1.34,-0.96
0.09,0.98,-0.09,-3.18,0.47,-0.79
0.1,0.99,-0.09,-2.87,0.29,-0.85
0.12,0.99,-0.09,-3.15,0.61,-1.05
0.09,0.99,-0.1,-3.78,1.23,-1.18
0.1,1,-0.09,-3.4,1.31,-1.1
0.1,0.98,-0.09,-2.79,0.33,-1.15
0.1,0.99,-0.09,-3.12,1.03,-1.37
0.11,0.99,-0.1,-3.01,1.95,-0.87
0.1,0.99,-0.1,-3.74,1.62,-0.46
0.08,0.99,-0.09,-2.85,0.75,-0.02
0.11,0.99,-0.09,-3.15,0.75,-0.42
0.08,0.98,-0.1,-3.05,1.27,-0.87
0.1,0.99,-0.09,-2.98,1.27,-1.2
0.1,0.99,-0.09,-3.08,1.45,-1.15
0.08,0.98,-0.09,-3.33,1.73,-0.98
0.11,0.98,-0.1,-2.8,1.63,-0.89
0.11,0.99,-0.1,-3.33,0.65,-0.59
0.09,0.99,-0.09,-3.27,0.32,-0.57
0.1,0.99,-0.09,-3.98,0.84,-0.53
0.1,0.99,-0.09,-3.27,1.89,-0.74
0.09,0.99,-0.08,-3.01,2.66,-0.94
0.1,1,-0.1,-3.01,1.88,-0.84
0.08,0.99,-0.09,-3.32,1.4,-0.37
0.08,0.98,-0.09,-3.38,1.03,-0.36
0.1,0.99,-0.09,-3.34,0.67,-0.47
0.09,0.99,-0.1,-3.54,0.69,-0.79
0.09,0.99,-0.09,-3.62,1.08,-0.79
0.1,0.99,-0.09,-2.95,0.96,-0.6
0.08,0.98,-0.1,-3.44,0.28,-0.56
0.11,0.99,-0.09,-2.95,0.33,-0.43
0.11,0.98,-0.1,-3.06,0.85,-0.08
0.09,0.99,-0.1,-3.64,1.53,-0.02
0.1,0.99,-0.08,-3.31,1.4,-0.46
0.08,0.99,-0.1,-3.63,1.2,-0.79
0.1,0.98,-0.09,-2.74,1.37,-0.75
0.11,1,-0.1,-3.51,1.63,-0.6
0.08,0.98,-0.09,-3.23,1.28,-0.68
0.1,1,-0.08,-3.54,0.85,-0.53
0.09,0.99,-0.09,-3.42,1.27,-0.68
0.08,0.99,-0.1,-3.52,1.25,-0.61
0.1,0.99,-0.09,-2.92,1.11,-0.62
0.08,0.99,-0.09,-2.67,0.23,-0.57
0.09,0.99,-0.1,-3.39,0.45,-0.66
0.11,0.99,-0.1,-3.53,0.99,-0.6
0.09,0.98,-0.09,-2.86,1.14,-0.64
0.11,1,-0.09,-3.53,2.21,-0.53
0.11,0.99,-0.08,-3.17,3.01,-0.6
0.08,0.99,-0.09,-2.68,2.02,-0.26
0.08,0.98,-0.09,-3.18,0.91,0.13
0.1,1,-0.09,-2.85,0.39,-0.2
0.08,0.99,-0.1,-3.21,0.66,-0.69
0.11,0.99,-0.08,-3.38,1.11,-0.6
0.1,0.99,-0.09,-2.68,1.55,-0.37
0.08,0.98,-0.09,-3.13,1.64,-0.57
0.11,0.99,-0.09,-2.93,1.3,-0.45
0.09,0.98,-0.09,-3.18,1.29,-0.4
0.09,0.99,-0.09,-3.24,1.16,-0.53
0.11,0.99,-0.1,-3.15,1.36,-0.66
0.08,0.99,-0.09,-3.04,1.85,-0.77
0.11,0.99,-0.09,-3.57,1.88,-0.61
0.1,0.98,-0.1,-3.39,1.47,-0.38
0.08,0.99,-0.1,-2.73,1.61,-0.36
0.11,0.99,-0.08,-2.95,1.66,-0.68
0.09,0.99,-0.09,-3.11,1.61,-0.94
0.08,0.98,-0.09,-3.47,3.1,-0.18
0.12,1,-0.09,-3.82,4.49,-0.12
0.09,0.98,-0.1,-3.41,4.16,-0.45
0.09,0.99,-0.09,-3.4,2.4,-0.29
0.1,0.99,-0.09,-3.11,1.23,-0.39
0.08,0.99,-0.09,-3.11,0.81,-0.69
0.11,0.99,-0.09,-3.08,0.88,-0.47
0.1,0.99,-0.1,-3.32,0.98,-0.38
0.09,0.98,-0.09,-3.5,1.24,-0.25
0.11,0.99,-0.1,-3.31,1.24,-0.95
0.08,0.98,-0.09,-3.1,1.82,-0.69
0.09,0.99,-0.1,-3.22,1.98,-0.63
0.11,0.99,-0.09,-3.36,2.59,-0.25
0.1,0.99,-0.09,-3.43,2.4,-0.34
0.08,0.99,-0.09,-3.38,1.31,0.01
0.1,1,-0.09,-3.24,0.11,-0.49
0.09,0.98,-0.1,-3.34,0.24,-0.66
0.1,0.99,-0.1,-3.04,1.03,-0.46
0.11,0.99,-0.1,-3.76,1.24,-0.27
0.08,0.98,-0.09,-3.27,1.18,-0.6
0.11,0.99,-0.09,-3.62,0.68,-0.92
0.1,0.98,-0.08,-3.2,1.58,-0.97
0.09,0.98,-0.09,-2.96,1.81,-0.73
0.11,1,-0.09,-3.32,0.89,-0.41
0.09,0.99,-0.09,-3.5,0.51,-0.06
0.09,1,-0.08,-3.3,0.08,-0.32
0.1,0.99,-0.1,-3.5,0.07,-0.61
0.08,0.97,-0.08,-2.71,-0.31,-0.9
0.12,0.99,-0.09,-3.31,0.39,-0.47
0.1,0.99,-0.1,-2.97,1.4,-0.43
0.09,0.98,-0.08,-3.28,1.37,-0.61
0.1,0.99,-0.09,-3.57,0.99,-0.7
0.09,0.98,-0.09,-3.15,1.44,-0.95
0.1,0.99,-0.08,-3.14,1.46,-0.93
0.11,0.99,-0.1,-3.13,2.31,-0.67
0.08,0.99,-0.09,-3.19,1.89,-0.41
0.11,0.99,-0.09,-3.11,0.98,-0.74
0.09,0.99,-0.1,-3.22,1.29,-0.6
0.09,0.98,-0.09,-3.53,1.09,-0.54
0.12,1,-0.09,-3.13,1.2,-0.63
0.09,0.99,-0.1,-2.95,1.76,-0.72
0.09,0.98,-0.1,-3.32,1.24,-0.75
0.1,0.99,-0.09,-3.49,0.98,-0.65
0.1,0.99,-0.1,-3.08,1.13,-0.76
0.09,0.98,-0.1,-3.09,1.39,-0.69
0.11,1,-0.09,-3.53,1.35,-0.63
0.09,0.99,-0.09,-3.27,1.73,-0.72
0.08,0.99,-0.1,-3.29,1.72,-0.85
0.1,0.99,-0.09,-3.45,1.15,-0.5
0.08,0.98,-0.1,-3.44,1.08,-0.45
0.1,0.99,-0.08,-3.43,1.68,-0.86
0.1,0.99,-0.09,-3.18,1.57,-0.56
0.08,0.98,-0.1,-3.52,0.76,-0.48
0.1,1,-0.09,-3.21,0.92,-0.45
0.09,0.99,-0.09,-3.06,1.12,-0.78
0.09,0.99,-0.09,-3.85,1.63,-0.62
0.1,1,-0.09,-3.09,1.67,-0.82
0.09,0.98,-0.08,-3.14,1.06,-0.81
0.1,0.99,-0.08,-3.24,1.55,-1.12
0.11,0.98,-0.09,-3.34,1.49,-0.84
0.08,0.98,-0.08,-3.37,2.22,-0.37
0.11,0.99,-0.09,-3.68,2.08,-0.57
0.08,0.99,-0.1,-3.39,2.18,-0.44
0.08,0.99,-0.08,-3.49,1.38,-0.39
0.11,0.99,-0.09,-3.15,1.1,-0.23
0.09,0.98,-0.09,-3.19,1.21,-0.37
0.09,1,-0.09,-3.27,1.01,-0.56
0.1,0.98,-0.09,-2.85,1.24,-0.71
0.09,0.98,-0.09,-2.57,1.38,0.18
0.12,0.99,-0.09,-3.35,0.98,-0.06
0.09,0.98,-0.1,-3.29,1.63,0.02
0.11,0.99,-0.09,-3.27,1.69,0.18
0.12,0.99,-0.09,-3.04,1.91,0.27
0.09,0.98,-0.1,-2.72,2.11,0.04
0.12,1,-0.09,-2.6,1.57,0.68
0.1,0.98,-0.1,-3.05,1.52,0.5
0.1,1,-0.1,-3.51,2.17,0.09
0.12,0.98,-0.08,-2.67,2.12,-0.1
0.09,0.99,-0.09,-3.48,1.35,0.03
0.12,0.99,-0.08,-3.21,1.69,0.04
0.11,0.98,-0.1,-3.23,1.43,0.19
0.1,1,-0.09,-3.39,1.45,0.19
0.12,0.99,-0.08,-2.54,1.28,-0.08
0.09,0.98,-0.08,-3.24,1.22,0.06
0.12,1,-0.08,-2.95,1.31,-0.5
0.11,0.98,-0.09,-3.37,1.33,-0.52
0.1,0.99,-0.1,-2.96,1.5,-0.94
0.13,0.99,-0.09,-2.99,2.29,-0.73
0.1,0.99,-0.08,-3.56,2.29,-0.54
0.09,0.98,-0.09,-3.15,0.56,-0.46
0.12,0.99,-0.1,-3.13,-0.37,-0.51
0.1,0.99,-0.09,-3.24,0.28,-0.73
0.11,0.99,-0.1,-3.37,1.36,-1.25
0.12,0.99,-0.1,-3.41,1.58,-1.39
0.09,0.99,-0.09,-3.3,1.79,-1.46
0.12,0.99,-0.08,-3.25,1.26,-1.29
0.11,0.98,-0.09,-3.04,1.04,-1.27
0.1,0.98,-0.1,-3.66,1.08,-1.26
0.12,0.99,-0.1,-3.43,1.27,-1.2
0.09,0.98,-0.09,-3.15,2.25,-1.05
0.12,0.99,-0.09,-3.5,2.33,-0.9
0.1,0.99,-0.08,-3.25,2.57,-0.92
0.09,0.99,-0.09,-3.16,2.32,-0.98
0.12,1,-0.1,-3.55,2.02,-1.21
0.09,0.98,-0.09,-3.73,2.4,-0.85
0.1,0.99,-0.08,-3.31,1.82,-0.86
0.1,0.99,-0.08,-3.23,0.99,-0.67
0.08,0.98,-0.1,-2.99,0.88,-0.53
0.12,1,-0.1,-3.47,0.34,-0.73
0.1,0.99,-0.1,-3.34,0.7,-0.69
0.12,1,-0.08,-3.59,1,-0.27
0.11,1,-0.09,-3.28,1.73,-0.31
0.09,0.99,-0.08,-3.18,1.74,-0.26
0.12,0.99,-0.09,-2.9,1.27,-0.33
0.11,0.99,-0.09,-3.23,1.86,-0.38
0.1,0.98,-0.08,-3.75,1.13,-0.61
0.11,0.99,-0.1,-3.15,1.8,-0.4
0.1,0.98,-0.09,-2.82,1.37,-0.19
0.08,0.99,-0.09,-3,0.72,-0.56
0.11,0.99,-0.09,-3.02,0.2,-0.42
0.09,0.98,-0.1,-3.24,0.17,-0.2
0.11,1,-0.08,-3.18,0.43,-0.22
0.11,0.99,-0.09,-3.13,0.21,-0.31
0.1,0.99,-0.09,-3.36,0.64,-0.75
0.12,1,-0.1,-3.5,1.03,-0.49
0.1,0.98,-0.09,-3.53,1.05,-0.7
0.12,0.99,-0.09,-3.38,1.62,-0.45
0.1,0.99,-0.08,-3.43,1.95,-0.56
0.09,0.98,-0.09,-2.89,1.31,-0.38
0.12,1,-0.09,-3.07,1.52,-0.67
0.1,0.98,-0.1,-2.99,2.33,-0.62
0.1,0.99,-0.09,-3.05,2.06,-0.3
0.11,1,-0.1,-2.82,2.15,-0.44
0.09,0.98,-0.1,-2.98,2.33,-0.61
0.11,0.99,-0.09,-2.79,2.14,-0.61
0.1,0.99,-0.1,-2.66,1.64,-0.9
0.1,0.99,-0.08,-3.4,2.04,-1.14
0.13,0.99,-0.08,-3.69,3.11,-1.52
0.09,0.98,-0.09,-3.6,3.48,-1.37
0.11,0.99,-0.09,-3.6,2.52,-0.99
0.11,0.99,-0.1,-3.11,1.32,-0.82
0.1,0.98,-0.08,-3.39,2.52,-0.72
0.12,0.99,-0.08,-3.87,2.72,-0.91
0.08,0.98,-0.1,-3.44,2.68,-0.92
0.1,0.99,-0.08,-3.54,2.38,-1.15
0.11,0.99,-0.09,-3.69,1.61,-0.82
0.1,0.99,-0.09,-3.48,1.69,-0.94
0.11,0.99,-0.09,-3.92,1.75,-1.18
0.12,0.99,-0.09,-3.63,2.56,-1.23
0.09,0.98,-0.09,-3.46,1.92,-1.17
0.11,0.99,-0.09,-3.12,2.4,-0.98
0.1,0.99,-0.09,-3.44,2.55,-0.83
0.08,0.99,-0.09,-3.65,0.74,-0.39
0.11,0.99,-0.1,-3.33,0.04,-0.15
0.09,0.99,-0.08,-3.5,-0.5,-0.54
0.11,1,-0.09,-3.56,-0.15,-0.63
